stock_code,corp_code,corp_name
279600,01190124,미디어젠
002300,00159412,한국제지
003040,00163044,한일약품공업
003900,00164292,동원데어리푸드
008800,00164362,행남사
053440,00208301,성우몰드
054250,00220446,예일바이오텍
233190,00653112,미래자원엠엘
094280,00414850,효성 ITX
204990,00874195,코썬바이오
039310,00264671,세중
035760,00265324,CJ ENM
185490,00945457,아이진
293940,01276594,신한알파리츠
039840,00115931,디오
009520,00128111,포스코엠텍
052670,00185505,제일바이오
262260,00604268,에이프로
248020,01169498,젬
054790,00234449,제이엠피
028050,00126308,삼성E&A
069540,00367482,빛과전자
142760,00587925,모아라이프플러스
097800,00536286,윈팩
217330,01046391,싸이토젠
060260,00351375,뉴보텍
037600,00247939,씨모스
446540,00923516,메가터치
241510,01119387,이에스산업
126640,00825223,화신정공
043220,00317487,티에스넥스젠
900100,00781202,애머릿지
115390,00561866,락앤락
473050,01798980,유안타제15호스팩
101140,00652423,인바이오젠
246720,01157235,아스타
037640,00248053,지에스엔텍
046810,00252658,코리언일랙트로닉스파워소스
002810,00127167,삼영무역
057880,00410739,푸른소나무
224760,00929228,엔에스컴퍼니
278380,01138993,원바이오젠
180640,00983040,한진칼
047050,00124504,포스코인터내셔널
025620,00136776,제이준코스메틱
053160,00352064,프리엠스
456010,01373709,아이씨티케이
476470,01810796,KB제28호스팩
222670,01063237,플럼라인생명과학
199820,00148470,제일일렉트릭
443060,01194689,HD현대마린솔루션
151910,00653103,퓨처코어
060300,00364795,레드로버
040300,00200275,YTN
038530,00255105,케이바이오
386580,01572489,한화플러스제2호기업인수목적
462510,01504211,라메디텍
131090,00402110,시큐브
105550,00766106,엣지파운드리
000880,00160588,한화
477380,01814233,미래에셋비전스팩4호
053950,00307028,경남제약
317240,01353024,TS트릴리온
405640,01594764,신한제9호기업인수목적
323350,01344363,다원넥스뷰
163430,01072518,디피코
290090,01217014,트윔
016740,00119672,두올
050110,00330044,캠시스
434480,01583652,모니터랩
415580,01604371,상상인제3호스팩
439730,01675421,IBKS제20호스팩
384470,01512575,코어라인소프트
099520,00627029,ITX-AI
465770,01784394,STX그린로지스
477760,01814589,디비금융스팩12호
007680,00111838,대원
009730,00116426,이렘
238500,01118643,로보쓰리에이아이
060590,00362292,씨티씨바이오
123750,00821607,알톤
141080,00842619,리가켐바이오
131290,00372226,티에스이
445090,01540453,에이직랜드
025870,00136004,신라에스지
018000,00144243,유니슨
067160,00399694,SOOP
069920,00426068,아이에스이커머스
225190,00992543,LK삼양
017180,00121039,명문제약
008930,00161426,한미사이언스
043260,00317210,성호전자
015760,00159193,한국전력공사
002380,00105271,케이씨씨
042940,00232007,상지건설
007280,00124090,한국특강
004650,00123523,창해에탄올
003030,00124197,세아제강지주
065350,00136226,신성델타테크
036800,00264945,나이스정보통신
020120,00140131,키다리스튜디오
052900,00276834,KX하이텍
013360,00146232,일성건설
011170,00165413,롯데케미칼
041910,00463342,폴라리스AI파마
003580,00169048,HLB글로벌
214870,00820389,뉴지랩파마
462870,01384787,시프트업
413630,01601222,씨피시스템
083550,00242934,케이엠
026870,00112907,코원에너지서비스
100130,00415594,동국S&C
079980,00362238,휴비스
089150,00441447,케이씨티
307950,00362441,현대오토에버
088130,00489243,동아엘텍
067830,00422895,세이브존I&C
087600,00495086,픽셀플러스
329180,01390344,HD현대중공업
092870,00611736,엑시콘
192250,01003040,케이사인
222420,01091054,쎄노텍
290560,01130849,신시웨이
287410,01267602,제이시스메디칼
475240,01807738,하나32호스팩
069110,00402989,코스온
013580,00102432,계룡건설산업
032790,00110884,엠젠솔루션
400760,01480780,NH올원리츠
031310,00200910,아이즈비전
030350,00230036,드래곤플라이
084180,00243979,수성웹툰
080530,00308559,코디
046310,00360036,백금T&A
096040,00480756,이트론
389500,00567897,에스비비테크
127120,00642541,디엔에이링크
148140,00610490,비디아이
005090,00125150,SGC에너지
036630,00268002,세종텔레콤
033530,00134510,에스제이지세종
039980,00369213,폴라리스AI
007980,00154329,TP
416180,00761183,신성에스티
214390,00101664,경보제약
005690,00145163,파미셀
048530,00292434,인트론바이오
049180,00310156,셀루메드
072020,00415327,중앙백신
087010,00415868,펩트론
078160,00453929,메디포스트
038500,00239639,삼표시멘트
035000,00140168,HS애드
085660,00525679,차바이오텍
114450,00532059,그린생명과학
086900,00580199,메디톡스
196300,00808086,애니젠
207940,00877059,삼성바이오로직스
145020,00888347,휴젤
191420,00926522,테고사이언스
182400,00977650,엔케이맥스
217730,01025644,강스템바이오텍
246710,01109937,티앤알바이오팹
263050,01110678,유틸렉스
331920,01114586,셀레믹스
950160,01245062,코오롱티슈진
302440,01319899,SK바이오사이언스
012200,00102618,계양전기
092440,00106614,기신정기
019770,00153278,서연탑메탈
051490,00297095,나라엠앤디
071670,00384887,에이테크솔루션
008250,00145446,이건산업
016250,00141246,SGC E&C
024720,00203290,콜마홀딩스
065650,00391197,하이퍼코퍼레이션
109070,00753643,주성코퍼레이션
126880,00442154,제이엔케이글로벌
058220,00441128,아리온테크놀로지
436530,01672053,케이비제22호기업인수목적
001440,00113207,대한전선
145210,00453488,다이나믹디자인
417970,00657783,모델솔루션
388720,01152586,유일로보틱스
382480,01311310,지아이텍
000040,00112378,KR모터스
021050,00131197,서원
126700,00825959,하이비젼시스템
004270,00172185,남성
160600,00818472,이큐셀
248070,01159233,솔루엠
299910,01259056,애닉
452200,01689035,민테크
140430,01116265,카티스
042700,00161383,한미반도체
174880,00659684,장원테크
297090,00765462,씨에스베어링
122350,00799177,삼기
128540,00870481,에코캡
212560,00876865,네오오토
208350,01047169,지란지교시큐리티
218410,01078178,RFHIC
222800,01095722,심텍
250000,01124680,보라티알
263720,01186404,디앤씨미디어
252990,01199727,샘씨엔에스
352770,01201970,클리노믹스
318160,01288410,셀바이오휴먼텍
403870,01288827,HPSP
950220,01511558,네오이뮨텍
355390,01514005,크라우드웍스
453860,01538528,에이에스텍
400840,01586172,하이제7호스팩
000430,00111847,대원강업
000120,00113410,CJ대한통운
033170,00158219,시그네틱스
045100,00216762,한양이엔지
001510,00131850,SK증권
065450,00385363,빅텍
058430,00155258,포스코스틸리온
003670,00155276,포스코퓨처엠
090360,00536523,로보스타
166090,00660750,하나머티리얼즈
151860,00366137,KG에코솔루션
458610,01761296,한국제12호스팩
130580,00606293,나이스디앤비
079550,00503668,LIG넥스원
298040,01316245,효성중공업
900070,00783246,글로벌에스엠
373220,01515323,LG에너지솔루션
442770,01682740,IBKS제21호스팩
200580,01018617,메디쎄이
448760,01701328,IBKS제22호스팩
467930,01785700,IBKS제23호스팩
455900,01592049,엔젤로보틱스
053270,00202060,구영테크
059270,00453442,해성에어로보틱스
402490,01370863,그린리소스
369370,01508855,블리츠웨이스튜디오
393360,01574760,신한제8호기업인수목적
412540,00528791,제일엠앤에스
033780,00244455,케이티앤지
033640,00227333,네패스
035720,00258801,카카오
033230,00229021,인성정보
036570,00261443,엔씨소프트
019010,00267906,베뉴지
053210,00349097,케이티스카이라이프
046120,00297989,오르비텍
069640,00357360,한세엠케이
452400,00338170,이닉스
058860,00372873,KTis
063570,00363769,한국전자금융
058850,00372882,KTcs
065170,00384717,비엘팜텍
063160,00390055,종근당바이오
066980,00389998,한성크린텍
069620,00427483,대웅제약
069460,00428729,대호에이엘
227100,01207761,퀀텀온
291230,01276901,엔피
368600,01302853,아이씨에이치
389470,01516456,인벤티지랩
439580,01559637,블루엠텍
391710,01573284,코닉오토메이션
474490,01804476,유안타제16호스팩
347850,01376715,디앤디파마텍
041520,00137289,이엘씨
339770,00453284,교촌에프앤비
084670,00540641,동양고속
096770,00631518,SK이노베이션
080420,00480048,모다이노칩
244920,00684802,에이플러스에셋
237750,00525864,피앤씨테크
139480,00872984,이마트
139130,00878915,DGB금융지주
251270,00904672,넷마블
192820,01009789,코스맥스
454910,01105153,두산로보틱스
197140,00681373,디지캡
294870,01310269,HDC현대산업개발
128660,00829380,피제이메탈
336370,01412822,솔루스첨단소재
222110,00962922,팬젠
012210,00125664,삼미금속
390110,01507810,애니메디솔루션
224020,00878517,에스케이씨에스
282880,01211232,코윈테크
314130,01276026,지놈앤컴퍼니
319400,01358463,현대무벡스
330860,01368354,네패스아크
382900,01435489,범한퓨얼셀
418470,01467451,밀리의서재
002820,00132211,SUN&L
010090,00164308,이마트에브리데이
347860,01405451,알체라
136660,00816696,큐엠씨
021040,00166175,대호특수강
009810,00103130,플레이그램
070960,00365989,모나용평
169330,00877174,엠브레인
453450,01299203,그리드위즈
377460,01175499,위니아에이드
004540,00113492,깨끗한나라
009580,00119007,무림P&P
001810,00121507,무림SP
027970,00133706,한국제지
000360,00129411,삼환기업
001020,00134723,페이퍼코리아
009200,00136086,무림페이퍼
009460,00163761,한창제지
213500,01060744,한솔제지
046210,00172079,HLB파나진
059210,00317681,메타바이오메드
064550,00326731,바이오니아
042520,00349060,한스바이오메드
100700,00362201,세운메디칼
260660,00447007,알리코제약
142280,00513948,녹십자엠에스
340570,00608440,티앤엘
138610,00767628,나이벡
950130,00956028,엑세스바이오
153710,00971726,옵티팜
233250,01035942,메디안디노스틱
253840,01063954,수젠텍
304840,01118281,피플바이오
002350,00173874,넥센타이어
073240,00481454,금호타이어
161390,00937324,한국타이어앤테크놀로지
282690,01262458,동아타이어
263750,01152470,펄어비스
002140,00102751,고려산업
054930,00144650,유신
066360,00216434,체리부로
065770,00303703,CS
045390,00318316,대아티아이
077360,00471068,덕산하이메탈
217270,01067808,넵튠
388800,01569838,유진기업인수목적7호
462350,01700587,이노스페이스
046140,00280688,에스비에스콘텐츠허브
034230,00171265,파라다이스
064800,00392691,포니링크
199800,00547510,툴젠
227420,01109690,도부마스크
283100,01332137,노보믹스
025440,00110583,DH오토웨어
083660,00406037,CSA 코스믹
139050,00656021,BF랩스
318020,00962393,포인트모바일
286940,01262032,롯데이노베이트
065150,00390860,대산F&B
008040,00137252,사조동아원
119860,00585608,커넥트웨이브
053980,00226547,오상자이엘
003410,00138224,쌍용씨앤이
006740,00141404,영풍제지
060240,00373571,스타코링크
078860,00543204,아이오케이
419700,01695498,이브이파킹서비스
307870,01326792,비투엔
340360,01416642,다보링크
033790,00276083,스카이문스테크놀로지
065370,00374738,위세아이텍
212310,01085442,오건에코텍
477530,01814312,한국제14호스팩
477470,01817249,미래에셋비전스팩5호
458870,01514227,씨어스테크놀로지
012800,00112651,대창
060910,00353230,프리젠
351320,01440153,에스에이티이엔지
082660,00442455,코스나인
104540,00541437,코렌텍
204210,01035289,스타에스엠리츠
237690,00871833,에스티팜
058530,00353018,파나케이아
464080,01686427,에스오에스랩
048260,00341916,오스템임플란트
019570,00110750,플루토스
066670,00371740,디티씨
322190,01412938,베른
083790,00407814,CG인바이츠
193250,01035678,링크드
232140,01109539,와이씨
241790,01113754,티이엠씨씨엔에스
012630,00164636,HDC
198440,01032583,강동씨앤엘
005880,00113535,대한해운
058450,00146427,한주에이알티
080220,00447487,제주반도체
003780,00150439,진양산업
145720,00526599,덴티움
203690,01036367,스피어파워
323230,01384477,엠에프엠코리아
321820,01116502,아티스트유나이티드
419270,01612608,신영해피투모로우제7호기업인수목적
451250,01283974,삐아
403360,01466832,라피치
328380,01390399,솔트웨어
373110,01492217,엑셀세라퓨틱스
023800,00103510,인지컨트롤스
114190,00100601,강원에너지
001230,00114792,동국홀딩스
048470,00109268,대동스틸
001000,00135999,신라섬유
034590,00145862,인천도시가스
230980,01110076,비유테크놀러지
320000,01359815,한울반도체
004590,00156442,한국가구
016100,00180263,리더스코스메틱
006380,00159810,카프로
042040,00206686,케이피엠테크
030530,00216647,원익홀딩스
033050,00222435,제이엠아이
036220,00260657,오상헬스케어
014100,00267854,메디앙스
311960,01290132,에이아이더뉴트리진
327610,01336735,펨토바이오메드
056730,00318662,CNT85
279060,01353848,이노벡스
040350,00346407,크레오에스지
017040,00103662,광명전기
085620,00112332,미래에셋생명
017550,00135111,수산중공업
029530,00135795,신도리코
038110,00139153,에코플라스틱
010470,00141671,오리콤
001630,00149354,종근당홀딩스
024840,00158024,KBI메탈
002020,00152862,코오롱
009410,00153861,태영건설
038340,00215976,MIT
036420,00203315,콘텐트리중앙
053590,00355548,한국테크놀로지
060250,00357740,NHN KCP
050090,00369569,비케이홀딩스
049080,00377018,기가레인
065690,00384762,파커스
064240,00385336,홈캐스트
074430,00466428,아미노로직스
134580,00608699,탑코미디어
200230,00608802,텔콘RF제약
195990,00620558,에이비프로바이오
200470,00667425,에이팩트
178320,00838005,서진시스템
178780,00923826,일월지엠엘
204840,01042359,지엘팜텍
217620,01068658,디딤이앤에프
318410,01153105,비비씨
900280,01168143,골든센츄리
162300,00958664,신스틸
039570,00350312,HDC랩스
029960,00197476,코엔텍
350520,01436628,이지스레지던스리츠
060150,00375931,인선이엔티
114920,00414540,대주이엔티
089530,00458562,에이티세미콘
217880,00976615,틸론
048870,00475985,시너지이노베이션
078340,00476498,컴투스
082270,00492894,젬백스
081150,00497631,티플랙스
101330,00498001,모베이스
106080,00542898,하이소닉
099220,00574611,SDN
122870,00613318,와이지엔터테인먼트
124500,00620868,아이티센
154040,00624518,다산솔루에타
131970,00563545,두산테스나
194480,01008762,데브시스터즈
214310,00957568,에스엘에너지
450330,01663569,하스
046110,00277736,한일네트웍스
331660,01363924,한국미라클피플사
025880,00101752,케이씨피드
003920,00107598,남양유업
003310,00112457,대주산업
004250,00108038,엔피씨
005990,00120924,매일홀딩스
004370,00108241,농심
001140,00104519,국보
192650,00415646,드림텍
044480,00173449,빌리언스
043090,00351454,더테크놀로지
477340,01813377,에이치엠씨제7호스팩
107640,00474588,한중엔시에스
478440,01819867,미래에셋비전스팩6호
068870,00423609,LG생명과학
009780,00121154,엠에스씨
001790,00113234,대한제당
002680,00140566,한탑
001130,00113243,대한제분
005860,00162911,한일사료
001680,00121941,대상
016790,00164618,현대사료
005180,00124726,빙그레
027710,00192499,팜스토리
005610,00125530,SPC삼립
043610,00223762,지니뮤직
003230,00126955,삼양식품
033200,00241209,모아텍
011150,00129013,CJ씨푸드
035810,00242378,이지홀딩스
004410,00130879,서울식품공업
060570,00364467,드림어스컴퍼니
082850,00369107,우리바이오
007310,00141529,오뚜기
052220,00370006,iMBC
006980,00142661,우성
004920,00127158,씨아이테크
084450,00446831,세실
024110,00149646,기업은행
041460,00361169,한국전자인증
041500,00291152,디비엘
065680,00390903,우주일렉트로
002600,00149345,조흥
204270,00447575,제이앤티씨
017810,00155355,풀무원
099320,00449254,쎄트렉아이
036580,00260408,팜스코
092040,00545734,아미코젠
049770,00340917,동원F&B
260970,00560849,에스앤디
101530,00428321,해태제과식품
199870,00929778,배터리솔루션즈
110990,00576798,디아이티
020760,00198697,일진디스플
089850,00592653,유비벨록스
044070,00301015,한서제약
057330,00301626,플래닛팔이
222980,00579139,한국맥널티
097950,00635134,CJ제일제당
222040,00656289,코스맥스엔비티
136490,00855093,선진
194700,00811372,노바렉스
145990,00896285,삼양사
318010,00986898,팜스빌
248170,01167056,샘표식품
239610,01011438,에이치엘사이언스
264900,01205329,크라운제과
357230,01068737,에이치피오
271560,01238169,오리온
218150,01071944,미래생명자원
280360,01258507,롯데웰푸드
238200,01109070,비피도
481850,01714997,신한글로벌액티브리츠
270870,01214248,뉴트리
121060,00445869,유니포인트
377220,01217865,프롬바이오
086220,00523176,광동헬스바이오
311390,01219155,네오크레마
066930,00317089,한국애보트진단
178600,00910202,대동고려삼
450520,01222113,인스웨이브시스템즈
236030,01085187,씨알푸드
267980,01234507,매일유업
289170,01352575,바이오텐
277410,01243161,인산가
299900,01276327,위지윅스튜디오
353190,01453670,휴럼
353810,01480568,이지바이오
368970,01491607,오에스피
003060,00101044,에이프로젠바이오로직스
011040,00101549,경동제약
014570,00103015,고려제약
002720,00104722,국제약품
003220,00111999,대원제약
023910,00113128,대한약품
006620,00114686,동구바이오제약
086450,00114808,동국제약
002210,00116268,동성제약
000020,00119195,동화약품
047940,00329084,비엔디
050470,00334493,씨티앤티
038710,00334615,콜마파마
054020,00349787,지케이파워
001470,00125974,삼부토건
003000,00123718,부광약품
001360,00126414,삼성제약
009300,00126788,삼아제약
000520,00128032,삼일제약
005500,00128412,삼진제약
000250,00128546,삼천당제약
006280,00129679,녹십자
018680,00131018,서울제약
004720,00135050,팜젠사이언스
002800,00136448,신신제약
012790,00137058,신일제약
019170,00137359,신풍제약
001540,00139205,안국약품
003520,00141149,영진약품
000220,00144818,유유제약
000230,00146083,일동홀딩스
003120,00146214,일성아이에스
001060,00149947,JW중외제약
007370,00150536,진양제약
033270,00158963,유나이티드
002390,00161046,한독
085370,00549925,루트로닉
053330,00356158,영진코퍼레이션
009420,00162586,한올바이오파마
004310,00164706,현대약품
016580,00166573,환인제약
032300,00187770,한국파마
054670,00207375,대한뉴팜
067080,00210740,대화제약
053030,00216027,바이넥스
234080,00225706,JW생명과학
034940,00231831,조아제약
066700,00249894,테라젠이텍스
200780,00256043,비씨월드제약
039200,00263654,오스코텍
067370,00407036,선바이오
080720,00532855,한국유니온제약
354390,00533809,바스칸바이오제약
068760,00541349,셀트리온제약
175250,00554352,아이큐어
200670,00614478,휴메딕스
330350,00765851,위더스제약
128940,00828497,한미약품
131030,00831428,옵투스제약
005270,00109019,아이엠뱅크
307180,01326279,아이엘사이언스
308700,01016886,테크엔
348080,01357765,큐라티스
347740,01290381,피엔케이피부임상연구센타
010130,00102858,고려아연
082210,00327396,옵트론텍
138490,00241005,코오롱ENP
126730,00446901,코칩
473000,01798722,SK증권제12호스팩
176750,00867034,듀켐바이오
170900,00956930,동아에스티
166480,00989664,코아스템켐온
185750,00992871,종근당
195940,01012066,HK이노엔
234690,01135057,녹십자웰빙
243070,01159853,휴온스
249420,01168383,일동제약
314140,01182259,알피바이오
271980,01236897,제일약품
304360,01258020,에스바이오메딕스
446600,01671601,카이바이오텍
080470,00486370,성창오토텍
461030,01497373,아이엠비디엑스
430700,01663639,유안타제9호스팩
435380,01670675,유안타제10호스팩
444920,01688346,유안타제11호스팩
446150,01690235,유안타제12호스팩
449020,01701753,유안타제13호스팩
450940,01706819,유안타제14호스팩
391060,01573974,엔에이치기업인수목적20호
003620,00138242,KG모빌리티
452260,01722437,한화갤러리아
161000,00936787,애경케미칼
051980,00347716,중앙첨단소재
147830,00899556,제룡산업
002460,00174527,HS화성
086820,00560982,바이오솔루션
418210,01616482,신한제10호스팩
258250,01117918,셀젠텍
452980,01719105,신한제11호스팩
474930,01807747,신한제13호스팩
474660,01809569,신한제12호스팩
181340,00861720,이즈미디어
036280,00188122,남산물산
109960,00653194,AP헬스케어
007570,00146454,일양약품
071950,00210856,코아스
068270,00413046,셀트리온
028300,00199252,HLB
034220,00105873,LG디스플레이
025860,00107987,남해화학
031510,00175173,오스템
066620,00253985,국보디자인
039340,00263371,한국경제TV
006110,00126779,삼아알미늄
008700,00138516,아남전자
137950,00664853,제이씨케미칼
025000,00191472,KPX케미칼
096530,00788773,씨젠
201490,00965813,미투온
397880,01582228,교보11호기업인수목적
420570,01553129,제이투케이바이오
064060,00367376,사이노젠
033320,00223513,제이씨현시스템
016360,00104856,삼성증권
010120,00105855,엘에스일렉트릭
086980,00303794,쇼박스
011070,00105961,LG이노텍
032830,00126256,삼성생명
069410,00415707,엔텔스
010140,00126478,삼성중공업
070590,00470829,한솔인티큐브
004170,00136378,신세계
001500,00137997,현대차증권
007070,00140177,GS리테일
006090,00141875,사조오양
005490,00155319,POSCO홀딩스
012750,00158501,에스원
000850,00166519,화천기공
081000,00508274,일진다이아
086250,00166333,화신테크
190510,00819374,나무가
039490,00296290,키움증권
175140,00861997,휴먼테크놀로지
289860,00945776,지슨
352480,01226410,씨앤씨인터내셔널
413600,01616808,키움제6호스팩
433530,01667592,키움제7호스팩
446840,01693922,키움제8호스팩
404990,01436558,신한서부티엔디리츠
002240,00103006,고려제강
007720,00104810,대명소노시즌
000540,00103176,흥국화재
021320,00105466,KCC건설
027830,00109037,대성창투
003830,00113544,대한화섬
016090,00113614,대현
024810,00145738,이화전기
010780,00115977,아이에스동서
108320,00525934,LX세미콘
372910,00534598,한컴라이프케어
005280,00124106,부산은행
023460,00149266,CNH
003470,00117601,유안타증권
025550,00158015,한국선재
030720,00118044,동원수산
019990,00169215,에너토크
006360,00120030,GS건설
015710,00187725,코콤
037230,00198192,한국팩키지
007610,00131939,선도전기
060480,00203847,국일신동
007110,00146296,일신석재
003240,00153393,태광산업
043100,00220109,솔고바이오
000970,00159573,한국주철관공업
032190,00238782,다우데이타
004960,00162063,한신공영
039420,00246620,케이엘넷
000800,00101257,경남기업
375500,01524093,DL이앤씨
030790,00273615,비케이탑스
239340,01128622,이스트에이드
009540,00164830,HD한국조선해양
065530,00250137,와이어블
075180,00305668,새론오토모티브
123040,00259545,엠에스오토텍
267850,00458234,아시아나IDT
039740,00261957,한국정보공학
100220,00520887,비상교육
040160,00269889,누리플렉스
092220,00589127,KEC
095720,00628189,웅진씽크빅
097230,00633835,HJ중공업
171120,00317104,라이온켐텍
298690,00651901,에어부산
133820,00661847,화인베스틸
344820,01428203,케이씨씨글라스
062580,00408336,인산가
